"country","indicator","Unit","Date","Value"
"HONG-KONG","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",52800
"INDIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1106863
"INDIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1311373
"INDIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1511812
"INDIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1545414
"INDIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1816878
"INDIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2387197
"INDIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",2510313
"INDIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2773516
"INDONESIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",364319
"INDONESIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",222387
"INDONESIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",314769
"INDONESIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",425267
"INDONESIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",359367
"INDONESIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",541475
"INDONESIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",602291
"INDONESIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",780785
"IRAK","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",2000
"IRAK","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5000
"IRAK","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",4000
"IRAK","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",20000
"IRAK","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",35000
"IRAK","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",65000
"IRAK","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",71500
"IRAK","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",80000
"IRAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",730000
"IRAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",850000
"IRAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",900000
"IRAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1000000
"IRAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1100000
"IRAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1300000
"IRAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",1400000
"IRAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",860000
"ISRAEL","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",130000
"ISRAEL","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",130000
"ISRAEL","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",200000
"ISRAEL","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",200000
"ISRAEL","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",150000
"ISRAEL","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",200000
"ISRAEL","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",200000
"ISRAEL","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",200000
"JAPAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",4748482
"JAPAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",4612318
"JAPAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",4325508
"JAPAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",4184266
"JAPAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",3905310
"JAPAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",4203181
"JAPAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",3509036
"JAPAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",4572333
"JORDAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",10000
"JORDAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5000
"JORDAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",5000
"JORDAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",10000
"JORDAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",10000
"JORDAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",10000
"JORDAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",11000
"JORDAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",13000
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",34600
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",37200
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",37900
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",40000
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",40000
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",25000
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",30000
"KAZAKSTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",35000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",5000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",5000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",5000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",4500
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",4000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",5000
"KIRGHIZISTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",7000
"KUWAIT","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",50000
"KUWAIT","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",65000
"KUWAIT","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",70000
"KUWAIT","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",80000
"KUWAIT","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",70000
"KUWAIT","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",70000
"KUWAIT","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",95000
"KUWAIT","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",110000
"LAOS","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",500
"LAOS","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",500
"LAOS","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1000
"LAOS","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1500
"LAOS","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1500
"LAOS","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2000
"LAOS","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",2100
"LAOS","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2500
"LEBANON","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",15000
"LEBANON","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",15000
"LEBANON","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",20000
"LEBANON","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",30000
"LEBANON","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",30000
"LEBANON","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",30000
"LEBANON","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",30000
"LEBANON","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",35000
"MACEDONIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",9300
"MACEDONIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",10000
"MACEDONIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",10200
"MACEDONIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",11000
"MACEDONIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",8000
"MACEDONIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",8000
"MACEDONIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",10000
"MACEDONIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",5000
"MALAYSIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",410892
"MALAYSIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",374169
"MALAYSIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",442885
"MALAYSIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",497459
"MALAYSIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",486342
"MALAYSIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",543594
"MALAYSIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",535113
"MALAYSIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",552189
"MONGOLIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",500
"MONGOLIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",500
"MONGOLIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1000
"MONGOLIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1500
"MONGOLIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",500
"MONGOLIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",800
"MONGOLIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",800
"MONGOLIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",950
"MYANMAR","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1000
"MYANMAR","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1000
"MYANMAR","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1000
"MYANMAR","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1200
"MYANMAR","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1500
"MYANMAR","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1800
"MYANMAR","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",1800
"MYANMAR","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2100
"NEPAL","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1000
"NEPAL","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1000
"NEPAL","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2000
"NEPAL","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1500
"NEPAL","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",2000
"NEPAL","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1000
"NEPAL","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",3000
"NEPAL","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",3600
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",7397
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",7251
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",7717
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",7853
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",7246
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",7354
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",7525
"NEW CALEDONIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",7900
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",77825
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",76804
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",77454
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",73397
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",54404
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",62029
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",63471
"NEW ZEALAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",76871
"OMAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",19000
"OMAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",28000
"OMAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",30000
"OMAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",30500
"OMAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",21100
"OMAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",40000
"OMAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",115000
"OMAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",135000
"PALESTINE","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",13500
"PALESTINE","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",15700
"PALESTINE","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",16400
"PALESTINE","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",18400
"PALESTINE","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",13400
"PALESTINE","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",17400
"PALESTINE","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",19700
"PALESTINE","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",21600
"PAKISTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",141326
"PAKISTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",160256
"PAKISTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",159457
"PAKISTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",127863
"PAKISTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",94437
"PAKISTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",130038
"PAKISTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",140184
"PAKISTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",136026
"PHILIPPINES","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",35063
"PHILIPPINES","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",38131
"PHILIPPINES","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",41107
"PHILIPPINES","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",44313
"PHILIPPINES","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",46111
"PHILIPPINES","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",58414
"PHILIPPINES","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",44861
"PHILIPPINES","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",48328
"QATAR","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",8000
"QATAR","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",30000
"QATAR","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",30000
"QATAR","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",40000
"QATAR","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",15000
"QATAR","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",30000
"QATAR","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",45000
"QATAR","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",60000
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",128304
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",277051
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",294480
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",311600
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",215000
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",405700
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",480000
"SAUDI ARABIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",530000
"SINGAPORE","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",109167
"SINGAPORE","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",116849
"SINGAPORE","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",110814
"SINGAPORE","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",100979
"SINGAPORE","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",73183
"SINGAPORE","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",47273
"SINGAPORE","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",33493
"SINGAPORE","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",32724
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",941483
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",977140
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1040372
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1020457
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1234618
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1308326
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",1316320
"SOUTH KOREA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",1293585
"SRI LANKA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",2600
"SRI LANKA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",2800
"SRI LANKA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2900
"SRI LANKA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",3000
"SRI LANKA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",3000
"SRI LANKA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2000
"SRI LANKA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",2000
"SRI LANKA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2000
"SYRIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",32985
"SYRIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",45467
"SYRIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",36000
"SYRIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",42000
"SYRIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",46000
"SYRIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",78147
"SYRIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",33160
"SYRIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",36300
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",5300
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5700
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",5800
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",6000
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",8000
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",7000
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",7000
"TADJIKISTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",10000
"TAHITI","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",5200
"TAHITI","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5100
"TAHITI","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",5400
"TAHITI","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",5000
"TAHITI","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",4000
"TAHITI","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",3500
"TAHITI","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",4000
"TAHITI","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",3000
"TAIWAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",325840
"TAIWAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",218610
"TAIWAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",213327
"TAIWAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",141161
"TAIWAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",187262
"TAIWAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",208300
"TAIWAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",235205
"TAIWAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",211578
"THAILAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",178291
"THAILAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",184544
"THAILAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",172321
"THAILAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",226805
"THAILAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",230037
"THAILAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",346644
"THAILAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",390000
"THAILAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",950000
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",3900
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",4200
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",4300
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",5000
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",5000
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",5000
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",5000
"TUKMENISTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",5000
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",137000
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",150000
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",135000
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",191544
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",90238
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",136979
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",193268
"UNITED ARAB EMIRATES","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",211500
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",28500
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",31100
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",31700
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",33000
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",39600
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",49800
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",50000
"UZBEKISTAN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",60000
"VIETNAM","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",24888
"VIETNAM","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",23335
"VIETNAM","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",40115
"VIETNAM","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",50877
"VIETNAM","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",62722
"VIETNAM","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",57778
"VIETNAM","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",64564
"VIETNAM","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",44070
"ALGERIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",71046
"ALGERIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",81803
"ALGERIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",97239
"ALGERIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",111753
"ALGERIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",131259
"ALGERIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",97765
"ALGERIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",87800
"ALGERIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",93000
"ANGOLA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",6000
"ANGOLA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",8000
"ANGOLA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",3500
"ANGOLA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",3500
"ANGOLA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",10000
"ANGOLA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",20000
"ANGOLA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",12000
"ANGOLA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",13000
"BOTSWANA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",12905
"BOTSWANA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",13073
"BOTSWANA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",16538
"BOTSWANA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",18200
"BOTSWANA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",20100
"BOTSWANA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",22200
"BOTSWANA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",24500
"BOTSWANA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",25900
"BURKINA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",500
"BURKINA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",500
"BURKINA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",500
"BURKINA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",700
"BURKINA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",750
"BURKINA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",800
"BURKINA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",500
"BURKINA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",300
"BURUNDI","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",500
"BURUNDI","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",500
"BURUNDI","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",600
"BURUNDI","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",700
"BURUNDI","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",700
"BURUNDI","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",300
"BURUNDI","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",200
"BURUNDI","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",210
"CAMEROON","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1300
"CAMEROON","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1600
"CAMEROON","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1700
"CAMEROON","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1600
"CAMEROON","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1500
"CAMEROON","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1200
